genome_id	genome_id_safe	assembly_name	genome_id_status	organism_type	haplotype	assembly_version	is_public	embargo_until	prov_bioproject_parent	prov_bioproject	prov_biosample	prov_insdc_note	prov_genome_doi	prov_publication_doi	prov_data_usage_policy	prov_annotation_pipeline	prov_annotation_pipeline_version	prov_ref_db	prov_ref_db_version	prov_annotation_transferred_from	spec_specimen_id	spec_collector	spec_collection_date	spec_site_name	spec_lat	spec_lon	spec_symbiont_status	tax_ncbi_taxid	tax_class	tax_order	tax_family	tax_genus	tax_species	tax_ott_id
GCA_942486045.1	GCA_942486045_1	PMEA_v1	accession	coral_host	NA	v2	TRUE	NA	PRJEB40665	PRJEB51619	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	sample_CCE_46732	NA	NA	NA	NA	NA	NA	46732	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	Pocillopora meandrina	593352
GCA_964291705.1	GCA_964291705_1	jaAcrHyac4.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB81534	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NOT PROVIDED	Michael Sweet	10/18/2023	United Kingdom	NA	NA	NA	55974	Anthozoa	Scleractinia	Acroporidae	Acropora	Acropora hyacinthus	447997
GCA_964332325.1	GCA_964332325_1	jaAcrMuri1.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB82230	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NOT PROVIDED	Michael Sweet	10/18/2023	United Kingdom	NA	NA	NA	159855	Anthozoa	Scleractinia	Acroporidae	Acropora	Acropora muricata	366228
GCA_965118205.1	GCA_965118205_1	jaAcrPulc1.hap1.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB85258	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]; RNA: ERR15140919	v2	NA	NOT COLLECTED	David Combosch	5/24/2021	USA	NA	NA	NA	3471590	Anthozoa	Scleractinia	Acroporidae	Acropora	Acropora cf. manni	NA
GCA_965214385.1	GCA_965214385_1	jaAcrLori1.hap1.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB87246	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NOT PROVIDED	Michael Sweet	10/18/2023	United Kingdom	NA	NA	NA	154029	Anthozoa	Scleractinia	Acroporidae	Acropora	Acropora loripes	391065
GCF_013753865.1	GCF_013753865_1	Amil_v2.1	accession	coral_host	NA	v2	TRUE	NA	PRJEB40665	PRJNA633778	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NA	NA	2017	Indonesia	NA	NA	NA	45264	Anthozoa	Scleractinia	Acroporidae	Acropora	Acropora millepora	718262
GCA_964212065.1	GCA_964212065_1	jaIsoPali11.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB78607	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2];  RNA: ERR16828706	v2	NA	NA	Kate Quigley	11/13/2020	Australia	NA	NA	NA	105615	Anthozoa	Scleractinia	Acroporidae	Isopora	Isopora aff. cuneata	1048412
GCA_036669925.2	GCA_036669925_2	ASM3666992v2	accession	coral_host	NA	v2	TRUE	NA	PRJEB40665	PRJNA544778	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NA	NA	10/20/2017	China: Spratly Islands	NA	NA	NA	246305	Anthozoa	Scleractinia	Acroporidae	Montipora	Montipora capricornis	22031
GCA_036669935.2	GCA_036669935_2	ASM3666993v2	accession	coral_host	NA	v2	TRUE	NA	PRJEB40665	PRJNA544778	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NA	NA	10/20/2017	China: Spratly Islands	NA	NA	NA	591990	Anthozoa	Scleractinia	Acroporidae	Montipora	Montipora foliosa	862358
GCA_949126865.1	GCA_949126865_1	jaMonCapi2.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB59456	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NOT PROVIDED	CRAWFORD DRURY	12/16/2020	USA	NA	NA	NA	46704	Anthozoa	Scleractinia	Acroporidae	Montipora	Montipora capitata	134599
GCA_964205245.1	GCA_964205245_1	jaMonSpea1.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB78457	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: db [Scleractinia v2]	v2	NA	NA	Kate Quigley	11/13/2020	Australia	NA	NA	NA	3154093	Anthozoa	Scleractinia	Acroporidae	Montipora	Montipora indentata	NA
GCA_964330385.1	GCA_964330385_1	jaMonPala3.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB82117	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: db [Scleractinia v2]	v2	NA	NOT PROVIDED	Michael Sweet	10/18/2023	United Kingdom	NA	NA	NA	3109268	Anthozoa	Scleractinia	Acroporidae	Montipora	Montipora palawanensis	3674911
GCA_965112405.1	GCA_965112405_1	jaMonCapr1.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB84235	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NOT PROVIDED	Wiedenmann | D'Angelo	10/18/2023	United Kingdom	NA	NA	NA	246305	Anthozoa	Scleractinia	Acroporidae	Montipora	Montipora capricornis	22031
GCA_974392565.1	GCA_974392565_1	jaAgaAgar1.hap1.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB97733	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NOT PROVIDED	RICHARD KARP	12/15/2020	USA	NA	NA	NA	89882	Anthozoa	Scleractinia	Agariciidae	Agaricia	Agaricia agaricites	189473
GCA_965112835.1	GCA_965112835_1	jaSteInte3.hap1.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB84413	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NSU21901-v	ABIGAIL RENEGAR	10/15/2018	USA	NA	NA	NA	504342	Anthozoa	Scleractinia	Astrocoeniidae	Stephanocoenia	Stephanocoenia intersepta	3675195
GCA_022496165.2	GCA_022496165_2	CUHK_Cjar_2.0	accession	coral_host	NA	v2	TRUE	NA	PRJEB40665	PRJNA687327	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NA	NA	2020	Hong Kong	NA	NA	NA	46748	Anthozoa	Scleractinia	Caryophylliidae	Catalaphyllia	Catalaphyllia jardinei	838099
GCA_977000285.1	GCA_977000285_1	jaClaCaes1.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB81308	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: db [Scleractinia v2]	v2	NA	NOT APPLICABLE	DAVID STANKOVIC|BORUT MAVRIC	12/14/2022	Slovenia	NA	NA	NA	130055	Anthozoa	Scleractinia	Cladocoridae	Cladocora	Cladocora caespitosa	322058
GCA_964258685.1	GCA_964258685_1	jaDunAxif1.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB79461	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NOT PROVIDED	Wiedenmann | D'Angelo	10/18/2023	United Kingdom	NA	NA	NA	1479653	Anthozoa	Scleractinia	Dendrophylliidae	Duncanopsammia	Duncanopsammia axifuga	4714379
GCA_977035595.1	GCA_977035595_1	TubCoc3	accession	coral_host	NA	v2	TRUE	NA	PRJEB40665	PRJEB102520	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	TubCoc3	Daniela Batista	11/11/2018	Brazil	-23.0538	-44.3176	NA	46700	Anthozoa	Scleractinia	Dendrophylliidae	Tubastraea	Tubastraea coccinea	139336
GCA_964204835.1	GCA_964204835_1	jaTurReni1.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB78402	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]; RNA: ERR13148262	v2	NA	NA	Thomas Bridge	5/21/2021	Australia	NA	NA	NA	1381352	Anthozoa	Scleractinia	Dendrophylliidae	Turbinaria	Turbinaria lichenoides	4714354
GCA_948470475.1	GCA_948470475_1	jaGalFasc40.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB59183	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2];  RNA: ERR10378011	v2	NA	NOT PROVIDED	J CRAGGS	9/2/2020	United Kingdom	NA	NA	NA	46745	Anthozoa	Scleractinia	Euphylliidae	Galaxea	Galaxea sp.	838109
GCA_964020085.1	GCA_964020085_1	jaMicLord3.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB74422	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NA	Andrew Baird	7/9/2021	Australia	NA	NA	NA	1216036	Anthozoa	Scleractinia	Lobophylliidae	Micromussa	Micromussa lordhowensis	3676021
GCA_964187815.1	GCA_964187815_1	jaDenCyli1.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB76635	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NOT_PROVIDED	ERICH BARTELS	8/10/2016	USA	NA	NA	NA	214965	Anthozoa	Scleractinia	Meandrinidae	Dendrogyra	Dendrogyra cylindrus	623075
GCA_963693305.1	GCA_963693305_1	jaMeaMean2.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB70538	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NOT PROVIDED	ANDREW BRUCKNER	9/17/2019	USA	NA	NA	NA	51056	Anthozoa	Scleractinia	Meandrinidae	Meandrina	Meandrina meandrites	906672
GCA_964194085.1	GCA_964194085_1	jaCypSala7.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB76897	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NA	Andrew Baird	7/9/2021	Australia	NA	NA	NA	1967629	Anthozoa	Scleractinia	Merulinidae	Cyphastrea	Cyphastrea salae	7507120
GCA_964199735.2	GCA_964199735_2	jaEchHorr1.2	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB77564	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: db [Scleractinia v2]	v2	NA	FJTOL-7	Victor Bonito	6/30/2021	Fiji	NA	NA	NA	983564	Anthozoa	Scleractinia	Merulinidae	Echinopora	Echinopora horrida	959875
GCA_964199315.1	GCA_964199315_1	jaOrbFran1.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB77532	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	PANSPWN13-6	NANCY KNOWLTON	9/24/2013	Panama	NA	NA	NA	48499	Anthozoa	Scleractinia	Merulinidae	Orbicella	Orbicella franksi	955289
GCA_052425735.1	GCA_052425735_1	crgOcupat	accession	coral_host	NA	v2	TRUE	NA	PRJEB40665	PRJNA1270949	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NA	Shani Levy	7/15/2022	Israel: Michmoret	32.24049	34.5153	NA	130080	Anthozoa	Scleractinia	Oculinidae	Oculina	Oculina patagonica	795497
GCA_964656845.1	GCA_964656845_1	jaOcuArbu1.hap1.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB83602	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NOT PROVIDED	STEVE BROADHURST	7/1/2019	USA	NA	NA	NA	1282862	Anthozoa	Scleractinia	Oculinidae	Oculina	Oculina arbuscula	455913
GCA_947652115.1	GCA_947652115_1	jaBlaWell11.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB58379	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: db [Scleractinia v2]	v2	NA	NOT PROVIDED	J CRAGGS	9/2/2020	United Kingdom	NA	NA	NA	419443	Anthozoa	Scleractinia	Plerogyridae	Blastomussa	Blastomussa sp.	15232
GCA_964059495.1	GCA_964059495_1	jaMadAure2.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB76086	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NOT_PROVIDED	PEDRO FRADE	9/20/2022	Curacao	NA	NA	NA	999287	Anthozoa	Scleractinia	Pocilloporidae	Madracis	Madracis auretenra	293215
GCA_964656595.1	GCA_964656595_1	jaMadSena2.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB83562	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NOT_PROVIDED	PEDRO FRADE	9/20/2022	Curacao	NA	NA	NA	123773	Anthozoa	Scleractinia	Pocilloporidae	Madracis	Madracis senaria	686705
GCA_036669915.2	GCA_036669915_2	ASM3666991v2	accession	coral_host	NA	v2	TRUE	NA	PRJEB40665	PRJNA544778	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NA	NA	10/20/2017	China: Spratly Islands	NA	NA	NA	203993	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	Pocillopora verrucosa	390553
GCA_964027065.2	GCA_964027065_2	jaPocGran1.hap1.2	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB74897	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NOT PROVIDED	CRAWFORD DRURY	11/10/2020	USA	NA	NA	NA	2759717	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	Pocillopora grandis	390556
GCA_964200805.1	GCA_964200805_1	jaPocDami1.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB77925	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NOT PROVIDED	Wiedenmann | D'Angelo	10/18/2023	United Kingdom	NA	NA	NA	46731	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	Pocillopora damicornis	176783
GCA_964205215.1	GCA_964205215_1	jaStyPist1.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB78446	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NOT PROVIDED	Wiedenmann | D'Angelo	10/18/2023	United Kingdom	NA	NA	NA	50429	Anthozoa	Scleractinia	Pocilloporidae	Stylophora	Stylophora pistillata	713802
GCA_958299795.1	GCA_958299795_1	jaPorLute2.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB64118	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2];  RNA: ERR12708749	v2	NA	NA	Kate Quigley	11/15/2021	Australia	NA	NA	NA	51062	Anthozoa	Scleractinia	Poritidae	Porites	Porites haddoni	431927
GCA_964035525.1	GCA_964035525_1	jaPorCyli1.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB75339	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	FJTOL-5	Victor Bonito	6/30/2021	Fiji	NA	NA	NA	126659	Anthozoa	Scleractinia	Poritidae	Porites	Porites cylindrica	386491
GCA_964035705.1	GCA_964035705_1	jaPorRusx1.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB75403	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NOT_PROVIDED	MAREN ZIEGLER | PATRICK SCHUBERT	11/15/2022	Germany	NA	NA	NA	262591	Anthozoa	Scleractinia	Poritidae	Porites	Porites rus	1008767
GCA_965282425.1	GCA_965282425_1	jaDipLaby1.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB89454	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NOT PROVIDED	STEPHANIE SCHOPMEYER	11/9/2018	USA	NA	NA	NA	242715	Anthozoa	Scleractinia	Faviidae	Diploria	Diploria labyrinthiformis	706970
GCA_965607595.1	GCA_965607595_1	jaCauFurc1.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB90642	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NOT PROVIDED	Wiedenmann | D'Angelo	10/18/2023	United Kingdom	NA	NA	NA	46696	Anthozoa	Scleractinia	Merulinidae	Caulastraea	Caulastraea furcata	543332
GCA_964035745.1	GCA_964035745_1	jaPorDiva4.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB75417	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NSU22103-v	ABIGAIL RENEGAR	10/15/2018	USA	NA	NA	NA	262287	Anthozoa	Scleractinia	Poritidae	Porites	Porites divaricata	452844
GCA_973946955.1	GCA_973946955_1	jaPorLoba17.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB96451	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NOT PROVIDED	Wiedenmann | D'Angelo	10/18/2023	United Kingdom	NA	NA	NA	104759	Anthozoa	Scleractinia	Poritidae	Porites	Porites lobata	208977
GCA_047906015.2	GCA_047906015_2	PSU_Apoculata_full	accession	coral_host	NA	v2	TRUE	NA	PRJEB40665	PRJNA1123198	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NA	NA	2017-10	USA: Rhode Island	NA	NA	NA	165419	Anthozoa	Scleractinia	Rhizangiidae	Astrangia	Astrangia poculata	250725
GCA_977012905.1	GCA_977012905_1	jaOrbAnnu2.hap1.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB101267	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	PANSPWN13-317	NANCY KNOWLTON	9/25/2013	Panama	NA	NA	NA	48500	Anthozoa	Scleractinia	Merulinidae	Orbicella	Orbicella annularis	250576
GCA_977013685.1	GCA_977013685_1	jaColNata1.hap1.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB101405	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NOT PROVIDED	STEPHANIE SCHOPMEYER	10/24/2018	USA	NA	NA	NA	242718	Anthozoa	Scleractinia	Faviidae	Colpophyllia	Colpophyllia natans	706974
GCA_977014755.1	GCA_977014755_1	jaFimPara1.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB101676	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NA	NA	NA	NA	NA	NA	NA	1768225	Anthozoa	Scleractinia	Caryophylliidae	Fimbriaphyllia	Fimbriaphyllia paradivisa	NA
GCA_977014845.1	GCA_977014845_1	jaMadSpea1.hap1.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB101677	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]; RNA: ERR14857111	v2	NA	USNM:1666284	Santiago Herrera	7/1/2022	USA	NA	NA	NA	2982801	Anthozoa	Scleractinia	Oculinidae	Madrepora	Madrepora sp. 1 SH-2022	NA
GCA_977015295.1	GCA_977015295_1	jaAgaLama2.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB101767	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NOT_PROVIDED	PEDRO FRADE	9/20/2022	Curacao	NA	NA	NA	262284	Anthozoa	Scleractinia	Agariciidae	Agaricia	Agaricia lamarcki	452846
GCA_977016835.1	GCA_977016835_1	jaPseCliv1.hap1.1	accession	coral_host	hap1	v2	TRUE	NA	PRJEB40665	PRJEB101846	NA	ENA primary	10.5281/zenodo.20721096	NA	CC-BY-4.0	RepeatModeler;BRAKER3;Egg-NOG mapper;InterProScan	v2	R1: VARUS + db [Cnidaria + Scleractinia]; R2: VARUS + db [Scleractinia v2]	v2	NA	NOT PROVIDED	RICHARD KARP	3/5/2021	USA	NA	NA	NA	1917265	Anthozoa	Scleractinia	Faviidae	Pseudodiploria	Pseudodiploria clivosa	706965
